Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
117;539;V;Chicago Bulls;27;40;22;28;117;226.5;226;225;115.5
117;540;H;Dallas Mavericks;23;29;23;26;101;7.5;6.5;-265;7.5
117;543;V;Utah Jazz;32;21;28;28;109;219;1.5;-130;2
117;544;H;Denver Nuggets;31;27;21;26;105;2.5;219.5;110;111
117;545;V;New Orleans Pelicans;34;33;30;31;128;2;2.5;-145;111.5
117;546;H;Sacramento Kings;25;33;36;29;123;230;226;125;1.5
117;547;V;Indiana Pacers;26;29;20;21;96;220.5;219;300;108
117;548;H;Los Angeles Clippers;36;25;39;29;129;6;8;-360;2.5
118;549;V;Orlando Magic;13;25;16;30;84;1;2.5;-130;3.5
118;550;H;New York Knicks;19;28;19;25;91;211.5;205;110;104.5
118;553;V;Minnesota Timberwolves;25;26;20;26;97;228.5;228.5;250;111.5
118;554;H;Atlanta Hawks;29;29;20;30;108;7.5;7;-300;2
118;555;V;San Antonio Spurs;32;27;28;38;125;224;1.5;-125;115.5
118;556;H;Portland Trail Blazers;28;26;28;22;104;1;227;105;0.505
118;557;V;Detroit Pistons;36;25;19;27;107;219;215;210;105.5
118;558;H;Miami Heat;24;31;33;25;113;6;6;-250;4.5
118;559;V;Phoenix Suns;24;24;27;29;104;3;5.5;-200;5.5
118;560;H;Memphis Grizzlies;18;34;25;31;108;223.5;217;175;110.5
118;561;V;Dallas Mavericks;18;29;25;21;93;220;220.5;135;112
118;562;H;Toronto Raptors;22;25;34;35;116;3.5;3;-155;2.5
118;563;V;Milwaukee Bucks;34;22;33;34;123;2;4;-175;3.5
118;564;H;Brooklyn Nets;28;29;37;31;125;240;240;155;122.5
118;565;V;Houston Rockets;16;36;34;34;120;228;2;-130;4.5
118;566;H;Chicago Bulls;28;36;29;32;125;1;224;110;109.5
118;567;V;Golden State Warriors;22;26;33;34;115;225;225.5;375;0.5
118;568;H;Los Angeles Lakers;34;30;28;21;113;10;9;-450;109.5
119;569;V;Oklahoma City ThunderCity;31;21;22;27;101;220.5;220;400;107.5
119;570;H;Denver Nuggets;31;34;32;22;119;9;10.5;-500;2
119;571;V;New Orleans Pelicans;24;25;20;33;102;220;217.5;210;107
119;572;H;Utah Jazz;29;26;36;27;118;5.5;6.5;-250;1.5
120;501;V;Boston Celtics;25;36;31;17;109;217;220.5;175;112.5
120;502;H;Philadelphia 76ers;32;26;28;31;117;5;4.5;-200;4.5
120;503;V;Brooklyn Nets;23;26;29;35;135;9;10.5;-600;8.5
120;504;H;Cleveland Cavaliers;28;23;36;26;147;222;226.5;450;111
120;507;V;Dallas Mavericks;37;28;28;31;124;217.5;2.5;-140;1
120;508;H;Indiana Pacers;28;35;29;20;112;1;221.5;120;110
120;509;V;Detroit Pistons;31;21;40;14;115;221;220.5;170;107.5
120;510;H;Atlanta Hawks;29;16;33;28;123;6;4.5;-190;4
120;511;V;Miami Heat;29;27;32;23;111;219.5;222;155;109
120;512;H;Toronto Raptors;23;35;25;19;102;3.5;4;-175;2
120;513;V;Orlando Magic;25;10;33;29;97;3;4;-180;6.5
120;514;H;Minnesota Timberwolves;21;30;26;19;96;219;220;160;111
120;515;V;Phoenix Suns;30;33;26;20;109;6;5.5;-220;112
120;516;H;Houston Rockets;23;28;31;21;103;220.5;219;190;0.5
120;519;V;Sacramento Kings;29;27;19;21;96;231;231;475;113
120;520;H;Los Angeles Clippers;25;36;34;20;115;10.5;11;-650;5
120;521;V;San Antonio Spurs;24;21;26;28;99;228.5;228;100;4.5
120;522;H;Golden State Warriors;36;28;26;31;121;1;1;-120;116.5
121;523;V;Los Angeles Lakers;29;34;23;27;113;229;227.5;100;111.5
121;524;H;Milwaukee Bucks;33;24;24;25;106;2;1.5;-120;2.5
121;525;V;New York Knicks;40;23;26;30;119;216;215;180;106.5
121;526;H;Golden State Warriors;31;26;19;28;104;5.5;5;-210;4.5
121;527;V;New Orleans Pelicans;43;26;23;26;118;216.5;217.5;240;108.5
121;528;H;Utah Jazz;31;39;30;29;129;6.5;7;-280;4
122;529;V;Chicago Bulls;30;31;34;28;123;227;228.5;135;115.5
122;530;H;Charlotte Hornets;29;24;30;27;110;3.5;3;-155;3.5
122;531;V;Orlando Magic;28;32;27;21;118;217.5;215.5;170;110.5
122;532;H;Indiana Pacers;37;25;26;20;120;4.5;5;-190;2.5
122;533;V;Houston Rockets;34;21;22;26;103;218;215;125;104.5
122;534;H;Detroit Pistons;21;26;34;21;102;3;3;-145;3.5
122;535;V;Boston Celtics;33;19;28;30;110;222.5;221;160;112.5
122;536;H;Philadelphia 76ers;25;24;42;31;122;4.5;4.5;-180;4.5
122;537;V;Miami Heat;20;22;22;17;81;220.5;220;115;2.5
122;538;H;Toronto Raptors;37;19;17;28;101;2.5;2;-135;106
122;539;V;Brooklyn Nets;33;27;24;29;113;10;6;-260;5
122;540;H;Cleveland Cavaliers;34;27;37;27;125;228;223.5;220;109.5
122;541;V;Atlanta Hawks;25;37;30;24;116;6.5;6;-240;111.5
122;542;H;Minnesota Timberwolves;19;24;24;31;98;222;227.5;200;1
122;545;V;Dallas Mavericks;37;31;27;27;122;2;1.5;-135;110
122;546;H;San Antonio Spurs;34;24;27;32;117;222.5;223;115;1.5
122;547;V;Oklahoma City ThunderCity;18;35;25;28;106;220;220.5;775;108
122;548;H;Los Angeles Clippers;36;34;21;29;120;12.5;13.5;-1300;3.5
122;551;V;New York Knicks;26;28;18;22;94;218;219;145;106.5
122;552;H;Sacramento Kings;25;24;27;27;103;2.5;3.5;-165;2.5
122;553;V;Denver Nuggets;25;29;37;23;130;218.5;219.5;100;4.5
122;554;H;Phoenix Suns;34;34;27;19;126;2.5;1;-120;107
123;555;V;Golden State Warriors;30;17;25;36;108;224.5;228.5;250;3.5
123;556;H;Utah Jazz;39;38;31;19;127;6.5;7;-300;111
123;557;V;Philadelphia 76ers;28;33;33;20;114;8;9;-380;7
123;558;H;Detroit Pistons;31;32;25;22;110;219.5;215.5;320;107
123;559;V;Miami Heat;25;31;26;42;124;229.5;232;280;113.5
123;560;H;Brooklyn Nets;36;30;30;32;128;8.5;7.5;-340;1.5
123;561;V;New Orleans Pelicans;31;33;14;32;110;7;8.5;-370;5.5
123;562;H;Minnesota Timberwolves;28;35;24;33;120;222;217.5;310;107
123;563;V;Los Angeles Lakers;29;34;20;18;101;9;10;-500;110
123;564;H;Chicago Bulls;17;16;33;24;90;227.5;227;400;2
123;565;V;Houston Rockets;38;32;34;29;133;219;222;265;109
123;566;H;Dallas Mavericks;27;32;24;25;108;10.5;7;-320;6
123;567;V;Denver Nuggets;28;30;15;25;120;219;2.5;-155;1.5
123;568;H;Phoenix Suns;30;31;16;21;112;1.5;216;135;106
124;569;V;Toronto Raptors;24;34;19;30;107;219;217;165;106.5
124;570;H;Indiana Pacers;24;23;28;27;102;1.5;4.5;-185;5.5
124;571;V;Cleveland Cavaliers;21;30;27;25;103;215.5;212.5;210;2.5
124;572;H;Boston Celtics;38;35;41;27;141;6.5;6;-250;104.5
124;573;V;Oklahoma City ThunderCity;19;26;28;27;100;221.5;220.5;800;107
124;574;H;Los Angeles Clippers;36;20;29;23;108;12.5;13;-1400;3.5
124;575;V;Charlotte Hornets;24;26;24;33;107;214.5;2;-130;3.5
124;576;H;Orlando Magic;29;29;28;18;104;1.5;215;110;104.5
124;577;V;Washington Wizards;26;21;30;24;101;231.5;233.5;200;113.5
124;578;H;San Antonio Spurs;23;25;37;36;121;6.5;5.5;-240;3.5
124;579;V;Atlanta Hawks;15;32;36;32;115;235;224.5;625;114.5
124;580;H;Milwaukee Bucks;32;34;28;35;129;9;12;-950;1.5
124;583;V;New York Knicks;24;26;27;36;113;214.5;214.5;155;3.5
124;584;H;Portland Trail Blazers;37;33;19;27;116;5;4;-175;105.5
125;501;V;Charlotte Hornets;30;24;22;32;108;213.5;213.5;-110;105
125;502;H;Orlando Magic;19;36;32;30;117;1.5;1.5;-110;pk
125;503;V;Philadelphia 76ers;23;27;25;29;104;7;5;-190;6.5
125;504;H;Detroit Pistons;34;30;25;30;119;215;216;170;106
125;505;V;Toronto Raptors;30;30;37;17;114;217;219;115;3
125;506;H;Indiana Pacers;33;37;28;31;129;2.5;2.5;-135;108
125;507;V;Los Angeles Lakers;34;31;22;28;115;10;12;-800;5
125;508;H;Cleveland Cavaliers;23;35;31;19;108;215;214.5;550;104.5
125;509;V;Miami Heat;21;24;26;14;85;234;237;270;114.5
125;510;H;Brooklyn Nets;15;26;29;28;98;7.5;7;-330;6.5
125;515;V;Boston Celtics;33;27;31;28;119;6.5;3.5;-175;116
125;516;H;Chicago Bulls;25;25;26;27;103;229;227.5;155;1.5
125;517;V;Denver Nuggets;38;32;22;25;117;221.5;2;-130;109
125;518;H;Dallas Mavericks;31;27;36;19;113;1;223;110;2.5
125;519;V;Oklahoma City ThunderCity;34;35;25;31;125;221.5;226.5;175;111.5
125;520;H;Portland Trail Blazers;24;36;31;31;122;6.5;4.5;-200;5
125;521;V;Minnesota Timberwolves;23;31;29;25;108;225;227;310;112
125;522;H;Golden State Warriors;34;34;25;37;130;8;9;-370;1.5
126;523;V;Los Angeles Clippers;21;27;22;29;99;221.5;226.5;200;110
126;524;H;Atlanta Hawks;22;21;33;32;108;3.5;6;-240;6
126;525;V;Washington Wizards;29;23;18;18;88;231;234;140;113.5
126;526;H;Houston Rockets;26;30;19;32;107;3;3.5;-160;1
126;527;V;New York Knicks;27;32;22;13;94;209.5;212;500;104
126;528;H;Utah Jazz;18;28;34;28;108;10.5;11;-700;10
127;529;V;Detroit Pistons;28;28;26;25;107;215.5;215.5;110;104.5
127;530;H;Cleveland Cavaliers;32;22;36;32;122;1.5;2;-130;1
127;531;V;Sacramento Kings;32;33;31;25;121;221.5;223.5;110;107.5
127;532;H;Orlando Magic;23;27;27;30;107;1.5;1;-130;5
127;533;V;Indiana Pacers;36;23;25;32;116;218.5;3;-145;1
127;534;H;Charlotte Hornets;19;36;25;26;106;1;221.5;125;108
127;535;V;Milwaukee Bucks;33;30;20;32;115;6;6;-250;1
127;536;H;Toronto Raptors;33;21;28;26;108;224.5;228;210;116
127;537;V;Brooklyn Nets;26;29;28;33;132;7;6;-230;4.5
127;538;H;Atlanta Hawks;27;28;32;29;128;236;238;195;115
127;539;V;Los Angeles Lakers;24;27;23;32;106;2.5;4;-175;3
127;540;H;Philadelphia 76ers;34;21;26;26;107;221.5;222.5;155;107.5
127;541;V;Denver Nuggets;26;32;16;35;109;5;6.5;-240;104.5
127;542;H;Miami Heat;12;21;32;17;82;220.5;215;200;2.5
127;545;V;Washington Wizards;18;27;35;26;106;227;227.5;300;1.5
127;546;H;New Orleans Pelicans;35;29;30;30;124;7.5;8.5;-360;112
127;547;V;Boston Celtics;30;17;37;22;106;2.5;4.5;-190;6.5
127;548;H;San Antonio Spurs;25;36;21;28;110;225;224.5;170;115
127;549;V;Dallas Mavericks;19;29;30;26;104;225;221;115;5
127;550;H;Utah Jazz;32;37;31;16;116;4.5;2;-135;107.5
127;551;V;Oklahoma City ThunderCity;17;28;28;29;102;220;215;270;104.5
127;552;H;Phoenix Suns;32;10;29;26;97;5.5;8;-330;6.5
127;553;V;Minnesota Timberwolves;21;30;24;36;111;227.5;229;350;112
127;554;H;Golden State Warriors;23;35;37;28;123;8;9;-420;3
128;555;V;Los Angeles Clippers;19;29;40;21;109;215.5;212.5;145;103
128;556;H;Miami Heat;33;17;19;36;105;5;2;-165;1
128;557;V;Los Angeles Lakers;31;27;20;14;92;9.5;7;-310;4.5
128;558;H;Detroit Pistons;34;22;26;25;107;217.5;214;260;105
128;559;V;Golden State Warriors;29;18;24;22;93;1;219;110;108.5
128;560;H;Phoenix Suns;36;16;33;29;114;219.5;2;-130;pk
128;561;V;Portland Trail Blazers;32;18;27;24;101;228;229.5;170;111.5
128;562;H;Houston Rockets;17;36;33;18;104;2.5;4.5;-190;1.5
129;563;V;Atlanta Hawks;31;30;28;27;116;4.5;3.5;-165;118.5
129;564;H;Washington Wizards;22;28;21;29;100;234;234.5;145;2
129;565;V;Los Angeles Clippers;26;36;28;26;116;212;7;-330;106
129;566;H;Orlando Magic;26;22;23;19;90;2.5;217;270;0.505
129;567;V;Indiana Pacers;28;32;20;25;105;4;3.5;-160;5
129;568;H;Charlotte Hornets;32;32;25;19;108;220.5;221.5;140;108.5
129;569;V;Sacramento Kings;36;32;36;22;126;228.5;226.5;190;111
129;570;H;Toronto Raptors;24;34;33;33;124;6.5;4;-220;5
129;571;V;Milwaukee Bucks;21;24;44;37;126;6;7;-280;9
129;572;H;New Orleans Pelicans;35;33;35;28;131;229;229.5;240;116.5
129;573;V;Cleveland Cavaliers;17;16;22;26;81;205.5;209;105;3.5
129;574;H;New York Knicks;19;28;25;30;102;2;1;-125;101
129;575;V;Brooklyn Nets;36;40;39;32;147;9.5;7;-260;112.5
129;576;H;Oklahoma City ThunderCity;27;32;35;31;125;230.5;229.5;220;1
129;577;V;Philadelphia 76ers;25;28;35;30;118;6.5;9.5;-480;4.5
129;578;H;Minnesota Timberwolves;25;23;26;20;94;225.5;225;390;110
129;579;V;Denver Nuggets;30;25;31;23;109;3;4;-175;3.5
129;580;H;San Antonio Spurs;37;24;26;32;119;225;222;155;107.5
129;581;V;Dallas Mavericks;12;33;23;33;101;220.5;222;150;3
129;582;H;Utah Jazz;37;24;33;26;120;3.5;4;-170;112.5
130;501;V;Portland Trail Blazers;32;32;29;30;123;232;233;110;113
130;502;H;Chicago Bulls;34;19;33;36;122;1.5;1.5;-130;4
130;503;V;Milwaukee Bucks;31;33;30;20;114;7.5;9;-420;8
130;504;H;Charlotte Hornets;39;29;29;29;126;228;231;350;118
130;505;V;Houston Rockets;27;48;24;27;126;223;223;115;108.5
130;506;H;New Orleans Pelicans;35;22;27;28;112;pk;2;-135;6
130;507;V;Sacramento Kings;35;24;18;27;104;224.5;222.5;220;108.5
130;508;H;Miami Heat;24;33;27;21;105;6;6.5;-260;5.5
130;509;V;Los Angeles Lakers;28;24;19;25;96;1.5;3.5;-165;1.5
130;510;H;Boston Celtics;24;25;29;17;95;218.5;217.5;145;106.5
130;511;V;Phoenix Suns;29;26;22;34;111;217;215;-110;110
130;512;H;Dallas Mavericks;28;27;27;23;105;2;1;-110;1
130;513;V;Detroit Pistons;17;28;23;23;91;224.5;224.5;190;2.5
130;514;H;Golden State Warriors;29;35;30;24;118;5.5;5.5;-220;109.5
130;515;V;Memphis Grizzlies;35;29;36;29;129;222.5;219;150;111.5
130;516;H;San Antonio Spurs;27;29;34;22;112;3;3.5;-170;4
131;517;V;Utah Jazz;29;25;37;26;117;220.5;3;-155;7
131;518;H;Denver Nuggets;43;36;24;25;128;1.5;220;135;113
131;519;V;Philadelphia 76ers;18;36;28;37;119;1;221.5;125;1.5
131;520;H;Indiana Pacers;28;35;32;15;110;223;3;-145;107.5
131;521;V;Los Angeles Clippers;29;37;35;28;129;7.5;9;-450;6
131;522;H;New York Knicks;31;34;26;24;115;210.5;210.5;375;105.5
131;523;V;Orlando Magic;15;29;29;29;102;220;215.5;200;1.5
131;524;H;Toronto Raptors;27;31;26;31;115;5.5;5;-240;109.5
131;525;V;Brooklyn Nets;38;33;37;38;146;8;5.5;-240;2
131;526;H;Washington Wizards;28;37;36;48;149;245;245;200;120.5
131;527;V;Cleveland Cavaliers;35;26;25;18;104;2;3.5;-160;0.5
131;528;H;Minnesota Timberwolves;30;25;33;21;109;220;219.5;140;107
201;529;V;Minnesota Timberwolves;29;15;23;31;98;217.5;221.5;145;107
201;530;H;Cleveland Cavaliers;29;23;24;24;100;5;3.5;-165;pk
201;531;V;Los Angeles Lakers;28;22;25;32;107;6.5;7;-300;3.5
201;532;H;Atlanta Hawks;25;21;30;23;99;220;219;250;105.5
201;533;V;Charlotte Hornets;28;26;34;25;129;218;216.5;260;105
201;534;H;Miami Heat;29;28;25;31;121;5;7.5;-310;4
201;535;V;Sacramento Kings;30;30;27;31;118;232;234.5;125;114.5
201;536;H;New Orleans Pelicans;33;29;32;15;109;4.5;2.5;-145;1
201;537;V;New York Knicks;27;28;26;21;102;218;217;140;105.5
201;538;H;Chicago Bulls;32;27;25;26;110;4.5;3.5;-160;1
201;539;V;Houston Rockets;48;25;29;34;136;5.5;5;-200;110.5
201;540;H;Oklahoma City ThunderCity;24;30;22;30;106;222;224.5;175;3
201;541;V;Portland Trail Blazers;36;20;21;29;106;235;235;400;0.5
201;542;H;Milwaukee Bucks;46;33;34;21;134;10;10;-500;114
201;543;V;Memphis Grizzlies;33;36;27;37;133;221.5;222;155;113
201;544;H;San Antonio Spurs;31;22;30;19;102;3;4;-175;6.5
201;545;V;Phoenix Suns;22;25;30;32;109;219.5;219;120;1
201;546;H;Dallas Mavericks;22;31;29;26;108;1.5;2;-140;112
202;549;V;Memphis Grizzlies;27;23;35;31;116;220.5;221.5;160;3.5
202;550;H;Indiana Pacers;37;34;33;30;134;6;4.5;-180;113
202;551;V;Toronto Raptors;33;31;32;27;123;5;6.5;-260;3
202;552;H;Orlando Magic;31;29;22;26;108;215;215.5;220;106.5
202;553;V;Los Angeles Clippers;32;26;32;30;120;243.5;1.5;-120;1
202;554;H;Brooklyn Nets;24;33;31;36;124;1.5;241.5;100;117.5
202;555;V;Detroit Pistons;22;24;31;28;105;221;218.5;650;105
202;556;H;Utah Jazz;33;36;25;23;117;12;12.5;-1000;1
202;557;V;Boston Celtics;24;28;34;25;111;3;3;-140;2
202;558;H;Golden State Warriors;35;17;33;22;107;224.5;227;120;115.5
202;579;V;Portland Trail Blazers;40;35;31;26;132;240.5;241.5;120;119
202;580;H;Washington Wizards;23;40;27;31;121;1.5;3;-140;5
203;559;V;Indiana Pacers;21;30;21;38;110;232;231.5;330;113
203;560;H;Milwaukee Bucks;29;39;38;24;130;8.5;9;-400;pk
203;561;V;Philadelphia 76ers;30;34;25;29;118;7;7;-310;109
203;562;H;Charlotte Hornets;13;29;34;35;111;221.5;225;260;2
203;563;V;Los Angeles Clippers;33;19;36;33;121;8.5;9;-420;5
203;564;H;Cleveland Cavaliers;25;24;25;25;99;217.5;220;350;106.5
203;565;V;Washington Wizards;31;24;22;26;103;229.5;228;350;111.5
203;566;H;Miami Heat;34;31;17;18;100;8;9;-420;1.5
203;567;V;Dallas Mavericks;26;27;35;34;122;222.5;2;-130;2
203;568;H;Atlanta Hawks;22;34;27;33;116;1.5;223.5;110;109.5
203;569;V;Houston Rockets;25;18;15;29;87;5.5;6.5;-250;6.5
203;570;H;Oklahoma City ThunderCity;30;24;27;23;104;223.5;222;210;107.5
203;571;V;New York Knicks;34;29;28;16;107;216.5;218;105;106.5
203;572;H;Chicago Bulls;17;35;24;27;103;4;1.5;-125;3.5
203;573;V;Minnesota Timberwolves;33;32;25;18;108;223;226;280;111
203;574;H;San Antonio Spurs;29;25;25;32;111;9;7.5;-340;6.5
203;575;V;Phoenix Suns;25;21;28;27;101;2.5;2.5;-155;2
203;576;H;New Orleans Pelicans;28;20;40;35;123;223.5;223;135;112.5
203;577;V;Boston Celtics;26;25;31;29;111;2;224;-110;114
203;578;H;Sacramento Kings;22;30;29;35;116;226.5;1;-110;0.5
204;501;V;Portland Trail Blazers;28;29;40;24;121;227.5;223;400;109.5
204;502;H;Philadelphia 76ers;28;29;19;29;105;9.5;10;-500;6
204;503;V;Golden State Warriors;36;38;36;37;147;224.5;229.5;155;114.5
204;504;H;Dallas Mavericks;34;42;20;20;116;3.5;4;-175;2
204;505;V;Utah Jazz;20;25;35;32;112;6.5;10;-450;3.5
204;506;H;Atlanta Hawks;16;21;26;28;91;224;221;375;111.5
204;507;V;Houston Rockets;27;33;27;28;115;224;226;145;109.5
204;508;H;Memphis Grizzlies;27;20;23;33;103;1;3.5;-165;5.5
204;509;V;Denver Nuggets;30;28;17;18;93;219.5;217;175;106
204;510;H;Los Angeles Lakers;27;19;37;31;114;5.5;4.5;-200;6.5
205;511;V;Chicago Bulls;31;25;25;38;119;221;2.5;-135;4
205;512;H;Orlando Magic;33;33;26;31;123;pk;224.5;115;114.5
205;513;V;Utah Jazz;30;39;37;32;138;8;8.5;-360;0.5
205;514;H;Charlotte Hornets;32;22;36;31;121;222.5;224.5;300;113.5
205;515;V;New Orleans Pelicans;27;30;29;28;114;227;228;105;110
205;516;H;Indiana Pacers;30;18;27;38;113;5;pk;-125;3
205;517;V;Milwaukee Bucks;26;34;34;29;123;10.5;10.5;-700;8
205;518;H;Cleveland Cavaliers;33;30;26;16;105;230;228.5;500;116.5
205;519;V;Toronto Raptors;34;33;25;31;123;243.5;239.5;190;117
205;520;H;Brooklyn Nets;23;40;27;27;117;5.5;5;-220;5.5
205;521;V;Minnesota Timberwolves;25;26;34;21;106;2;2.5;-140;1.5
205;522;H;Oklahoma City ThunderCity;23;32;21;27;103;219.5;220.5;120;107.5
205;523;V;Washington Wizards;27;16;27;25;95;227.5;230;245;2.5
205;524;H;Miami Heat;40;31;35;16;122;7.5;7;-290;111.5
205;525;V;Detroit Pistons;24;20;24;24;92;216;212;300;103.5
205;526;H;Phoenix Suns;27;30;30;22;109;9.5;8;-360;0.5
205;527;V;Boston Celtics;21;30;38;30;119;221;219;180;0.5
205;528;H;Los Angeles Clippers;33;29;20;33;115;5;6;-210;112
206;529;V;Portland Trail Blazers;31;20;25;23;99;1.5;1.5;-120;2.5
206;530;H;New York Knicks;26;31;27;26;110;218.5;215.5;100;105
206;531;V;Denver Nuggets;25;27;29;33;114;4;2.5;-125;3
206;532;H;Sacramento Kings;26;27;34;32;119;229.5;226;105;109.5
206;533;V;Memphis Grizzlies;33;28;30;18;109;225.5;1;-120;0.5
206;534;H;New Orleans Pelicans;31;29;30;28;118;1.5;227;100;115
206;535;V;Chicago Bulls;31;30;34;23;118;2;1.5;-120;114
206;536;H;Orlando Magic;31;12;21;28;92;224;224.5;100;4
206;537;V;Brooklyn Nets;29;27;30;22;108;237.5;233;245;113.5
206;538;H;Philadelphia 76ers;34;25;43;22;124;2.5;7.5;-290;4
206;539;V;Toronto Raptors;34;29;31;27;121;5;1;-120;1
206;540;H;Atlanta Hawks;28;38;35;31;132;222.5;222.5;100;109
206;541;V;Milwaukee Bucks;25;34;35;30;124;10.5;10;-650;4.5
206;542;H;Cleveland Cavaliers;22;32;23;22;99;227;226.5;475;115.5
206;543;V;Minnesota Timberwolves;24;38;32;24;118;218.5;220.5;115;4
206;544;H;Oklahoma City ThunderCity;43;40;13;24;120;pk;2;-135;110
206;545;V;San Antonio Spurs;29;22;33;27;111;223;225.5;100;114.5
206;546;H;Houston Rockets;23;24;30;29;106;1.5;1;-120;1
206;547;V;Golden State Warriors;31;33;37;31;132;230.5;232;165;0.5
206;548;H;Dallas Mavericks;35;37;34;28;134;4;4.5;-185;115
206;549;V;Detroit Pistons;29;25;24;28;129;217.5;214;900;104.5
206;550;H;Los Angeles Lakers;27;36;25;18;135;13.5;14.5;-1600;6
207;551;V;Utah Jazz;25;22;28;28;103;3.5;5;-220;3.5
207;552;H;Indiana Pacers;20;27;21;27;95;225;225;190;114.5
207;555;V;Miami Heat;25;35;22;27;109;5.5;5.5;-240;3.5
207;556;H;New York Knicks;23;36;18;26;103;211.5;207;200;102.5
207;557;V;Boston Celtics;19;30;19;23;91;216.5;215;125;109.5
207;558;H;Phoenix Suns;27;25;24;24;100;3.5;2.5;-145;1
207;559;V;Sacramento Kings;22;32;25;34;113;228.5;228;300;112
207;560;H;Los Angeles Clippers;24;27;29;30;110;8.5;8.5;-360;6.5
207;581;V;Washington Wizards;31;21;21;24;97;1.5;1;-125;4.5
207;582;H;Charlotte Hornets;34;35;33;17;119;233.5;237;105;116.5
208;561;V;Houston Rockets;27;33;27;7;94;1;1.5;-125;1.5
208;562;H;Charlotte Hornets;32;32;26;29;119;220.5;219.5;105;109
208;563;V;Toronto Raptors;35;28;31;34;128;222.5;2.5;-150;2.5
208;564;H;Memphis Grizzlies;34;36;27;16;113;pk;223.5;130;110
208;565;V;Washington Wizards;24;34;25;22;105;237;237;170;115.5
208;566;H;Chicago Bulls;27;21;30;23;101;3;4.5;-190;5
208;567;V;Golden State Warriors;36;23;21;20;100;233;233;100;114
208;568;H;San Antonio Spurs;27;27;24;27;105;1;1.5;-120;1.5
208;569;V;Minnesota Timberwolves;22;29;26;45;122;222;228.5;425;111
208;570;H;Dallas Mavericks;43;28;24;32;127;9;10;-550;0.5
208;571;V;Cleveland Cavaliers;28;33;30;22;113;216;212.5;200;105.5
208;572;H;Phoenix Suns;34;30;25;30;119;7;5.5;-240;2.5
208;573;V;Milwaukee Bucks;37;22;34;32;125;4.5;2;-130;1.5
208;574;H;Denver Nuggets;42;20;26;24;112;230.5;233.5;110;118
208;575;V;Oklahoma City ThunderCity;33;27;24;26;112;214.5;220.5;500;108.5
208;576;H;Los Angeles Lakers;26;30;20;34;119;12.5;10;-700;8
209;501;V;Brooklyn Nets;26;28;32;25;111;8;5.5;-230;6
209;502;H;Detroit Pistons;38;25;31;28;122;232.5;229;195;112.5
209;503;V;New York Knicks;25;30;27;14;96;208;207.5;200;101.5
209;504;H;Miami Heat;27;30;19;22;98;7;6;-240;3.5
209;505;V;Houston Rockets;25;25;31;20;101;221;226;230;1
209;506;H;New Orleans Pelicans;30;33;29;38;130;4;6.5;-270;109
209;507;V;Golden State Warriors;28;22;36;28;114;233;1.5;-110;1.5
209;508;H;San Antonio Spurs;26;24;20;21;91;1.5;230;-110;111
209;509;V;Philadelphia 76ers;42;24;21;32;119;5.5;4.5;-210;3.5
209;510;H;Sacramento Kings;32;39;20;20;111;229.5;232;180;114
209;511;V;Boston Celtics;27;20;32;29;108;220.5;222;180;111.5
209;512;H;Utah Jazz;24;24;42;32;122;5.5;5.5;-210;3
209;513;V;Orlando Magic;19;24;30;24;97;223;220;210;112
209;514;H;Portland Trail Blazers;31;19;34;22;106;5.5;6;-250;1
210;515;V;Toronto Raptors;40;34;29;34;137;5.5;5;-210;116
210;516;H;Washington Wizards;28;33;32;22;115;230;235;180;0.5
210;517;V;Indiana Pacers;18;12;32;32;94;234.5;1.5;-115;8
210;518;H;Brooklyn Nets;27;35;20;22;104;3;235;-105;114
210;519;V;Atlanta Hawks;32;30;28;27;117;233.5;231;135;117
210;520;H;Dallas Mavericks;33;19;29;37;118;3.5;3.5;-155;5
210;521;V;Los Angeles Clippers;27;20;33;39;119;10;8.5;-430;8.5
210;522;H;Minnesota Timberwolves;32;21;20;39;112;225;224.5;360;108.5
210;523;V;New Orleans Pelicans;34;40;14;28;116;3;2.5;-140;113
210;524;H;Chicago Bulls;44;22;40;23;129;231;230;120;1
210;525;V;Charlotte Hornets;38;30;15;31;114;226;224.5;120;110
210;526;H;Memphis Grizzlies;34;36;31;29;130;4;2.5;-140;1.5
210;527;V;Cleveland Cavaliers;17;26;23;29;95;225;218;400;104.5
210;528;H;Denver Nuggets;34;30;36;33;133;9.5;9.5;-500;pk
210;529;V;Oklahoma City ThunderCity;37;30;17;21;113;218.5;217;575;106.5
210;530;H;Los Angeles Lakers;23;34;23;25;114;11.5;11.5;-850;11.5
210;531;V;Milwaukee Bucks;32;39;30;23;124;5.5;4;-180;114.5
210;532;H;Phoenix Suns;32;27;39;27;125;225.5;228.5;160;2
211;533;V;Indiana Pacers;28;24;30;29;111;5.5;4;-175;3.5
211;534;H;Detroit Pistons;19;33;18;25;95;217;214.5;155;104.5
211;535;V;Miami Heat;19;28;28;26;101;3;1.5;-130;2
211;536;H;Houston Rockets;29;24;10;31;94;219.5;214;110;104
211;537;V;Philadelphia 76ers;36;27;30;21;114;4.5;6;-230;3
211;538;H;Portland Trail Blazers;37;23;29;29;118;229;229;195;112
211;539;V;Orlando Magic;19;36;25;25;105;224.5;221;320;111
211;540;H;Golden State Warriors;29;18;37;27;111;6.5;9;-380;10
