Date;Rot;VH;Team;1st;2nd;3rd;4th;Final;Open;Close;ML;2H
1117;546;H;Cleveland Cavaliers;22;22;25;26;95;215.5;216;250;2
1117;547;V;Boston Celtics;18;28;29;24;99;3.5;2.5;-145;2
1117;548;H;Sacramento Kings;30;20;21;29;100;217.5;215;125;110.5
1117;549;V;Denver Nuggets;28;44;36;23;131;7;6.5;-275;104
1117;550;H;Memphis Grizzlies;32;17;31;34;114;212;215;225;3
1117;551;V;Washington Wizards;22;30;25;44;121;222;226;190;111.5
1117;552;H;Orlando Magic;29;32;27;37;125;6.5;5.5;-240;0.5
1117;553;V;Golden State Warriors;23;26;20;31;100;231;226.5;140;110
1117;554;H;New Orleans Pelicans;26;29;21;32;108;4.5;3.5;-160;pk
1117;555;V;Atlanta Hawks;24;17;36;24;101;218.5;220.5;900;106.5
1117;556;H;Los Angeles Lakers;36;33;27;26;122;14;14.5;-1600;1.5
1118;557;V;Cleveland Cavaliers;20;31;20;34;105;208.5;210;190;1
1118;558;H;New York Knicks;32;32;30;29;123;3;5.5;-240;108.5
1118;559;V;Indiana Pacers;18;41;25;31;115;221;214;120;102.5
1118;560;H;Brooklyn Nets;18;17;33;18;86;4;2.5;-140;6
1118;561;V;Charlotte Hornets;25;31;18;22;96;215.5;214.5;300;103.5
1118;562;H;Toronto Raptors;26;34;32;40;132;9.5;8.5;-400;3.5
1118;563;V;Milwaukee Bucks;29;31;24;31;115;6;8.5;-400;4.5
1118;564;H;Chicago Bulls;26;30;25;20;101;230;231;300;118.5
1118;565;V;Portland Trail Blazers;30;20;26;32;108;231.5;231;250;0.5
1118;566;H;Houston Rockets;29;35;35;33;132;6.5;7;-310;119
1118;567;V;San Antonio Spurs;22;27;30;31;110;226.5;224;170;0.5
1118;568;H;Dallas Mavericks;36;23;34;24;117;4.5;5;-200;114
1118;569;V;Minnesota Timberwolves;36;23;17;36;112;217.5;219.5;375;107.5
1118;570;H;Utah Jazz;32;24;22;24;102;9.5;9.5;-500;7.5
1118;571;V;Boston Celtics;26;31;23;19;99;227.5;226;115;114.5
1118;572;H;Phoenix Suns;22;20;23;20;85;3.5;2.5;-135;5.5
1118;573;V;Oklahoma City Thunder;17;30;17;24;88;219.5;221.5;300;109
1118;574;H;Los Angeles Clippers;23;19;24;24;90;9.5;7.5;-400;7
1119;575;V;Portland Trail Blazers;28;26;25;25;104;3;231.5;140;119
1119;576;H;New Orleans Pelicans;27;26;35;27;115;231.5;3.5;-160;3
1119;577;V;Golden State Warriors;28;33;22;31;114;222;221.5;210;108
1119;578;H;Memphis Grizzlies;30;16;26;23;95;5.5;6;-260;7.5
1119;579;V;Phoenix Suns;19;26;30;41;116;221.5;219;135;4
1119;580;H;Sacramento Kings;33;29;25;33;120;pk;3;-155;111.5
1119;581;V;Oklahoma City Thunder;28;25;34;20;107;210.5;209.5;500;103
1119;582;H;Los Angeles Lakers;33;30;30;19;112;11;11;-700;3
1120;501;V;New York Knicks;25;26;28;25;104;213.5;210.5;600;101.5
1120;502;H;Philadelphia 76ers;27;26;21;35;109;12.5;12.5;-900;7.5
1120;503;V;San Antonio Spurs;38;31;29;34;132;3;2;-130;121.5
1120;504;H;Washington Wizards;35;28;38;37;138;239.5;237.5;110;0.5
1120;505;V;Cleveland Cavaliers;22;26;29;23;100;214;213.5;375;2
1120;506;H;Miami Heat;32;43;24;25;124;10;9.5;-500;110
1120;507;V;Milwaukee Bucks;34;24;38;39;135;10;11;-700;9
1120;508;H;Atlanta Hawks;26;35;22;44;127;233;232;500;119.5
1120;509;V;Golden State Warriors;16;22;26;30;94;221.5;216;900;103
1120;510;H;Dallas Mavericks;44;30;30;38;142;13.5;15;-1600;0.5
1120;511;V;Charlotte Hornets;26;25;22;18;91;221.5;219;160;106
1120;512;H;Brooklyn Nets;26;30;26;19;101;5.5;4.5;-190;1
1120;513;V;Orlando Magic;32;19;17;29;97;208.5;207;130;1.5
1120;514;H;Toronto Raptors;32;29;18;34;113;4.5;3;-150;100.5
1120;515;V;Detroit Pistons;30;25;16;18;89;218.5;1;-115;0.5
1120;516;H;Chicago Bulls;30;29;25;25;109;1.5;222.5;-105;108
1120;517;V;Utah Jazz;26;22;25;30;103;4;3;-150;1.5
1120;518;H;Minnesota Timberwolves;19;27;22;27;95;218;222;130;114.5
1120;519;V;Houston Rockets;22;29;22;22;95;225;221.5;105;0.5
1120;520;H;Denver Nuggets;27;27;28;23;105;2;1.5;-125;107.5
1120;521;V;Boston Celtics;21;21;33;22;104;219;217;240;110.5
1120;522;H;Los Angeles Clippers;22;18;29;28;107;6;7;-300;5.5
1121;523;V;Portland Trail Blazers;27;31;40;31;129;230;228.5;750;117
1121;524;H;Milwaukee Bucks;37;35;35;30;137;12;14;-1200;4
1121;525;V;New Orleans Pelicans;38;21;36;29;124;233;234;135;0.5
1121;526;H;Phoenix Suns;33;33;28;27;121;3;3;-155;115
1122;527;V;Atlanta Hawks;23;34;27;19;103;225;226.5;215;2.5
1122;528;H;Detroit Pistons;33;43;31;21;128;5.5;6;-265;110
1122;529;V;Charlotte Hornets;34;34;28;22;118;233;234.5;200;113.5
1122;530;H;Washington Wizards;33;29;28;35;125;5;6;-250;4.5
1122;531;V;Sacramento Kings;23;26;21;27;97;218;214;115;1
1122;532;H;Brooklyn Nets;26;30;30;30;116;2;2;-135;105.5
1122;533;V;San Antonio Spurs;22;30;28;24;104;224.5;221;240;113.5
1122;534;H;Philadelphia 76ers;29;30;28;28;115;8;7;-300;2
1122;535;V;Miami Heat;34;33;18;31;116;4;4.5;-190;104.5
1122;536;H;Chicago Bulls;16;27;24;41;108;214.5;217;160;3.5
1122;537;V;Los Angeles Lakers;34;32;40;24;130;4.5;4.5;-200;5
1122;538;H;Oklahoma City Thunder;33;34;36;24;127;211;209.5;170;104.5
1122;539;V;Cleveland Cavaliers;26;16;29;30;101;220;221.5;450;1
1122;540;H;Dallas Mavericks;29;37;45;32;143;10;10;-650;113
1122;541;V;Boston Celtics;13;21;23;35;92;206;206.5;175;104.5
1122;542;H;Denver Nuggets;27;18;25;26;96;4.5;5;-210;0.5
1122;543;V;Golden State Warriors;28;23;21;37;109;210.5;208.5;1300;102.5
1122;544;H;Utah Jazz;30;35;25;23;113;16;16;-3500;5.5
1122;545;V;Houston Rockets;23;28;33;35;119;228;226.5;175;111
1122;546;H;Los Angeles Clippers;31;24;25;42;122;5;5.5;-210;2
1123;547;V;Phoenix Suns;30;22;30;18;100;231;234.5;170;119.5
1123;548;H;Minnesota Timberwolves;23;22;28;25;98;4.5;4.5;-200;4.5
1123;549;V;Chicago Bulls;34;22;13;47;116;2;2;-130;107.5
1123;550;H;Charlotte Hornets;23;26;25;41;115;216;219.5;110;1
1123;551;V;Orlando Magic;25;20;40;21;106;204.5;201.5;225;97.5
1123;552;H;Indiana Pacers;24;31;28;28;111;6;6.5;-275;0.5
1123;553;V;Miami Heat;13;22;24;27;86;214.5;211.5;200;3
1123;554;H;Philadelphia 76ers;28;27;37;21;113;4;5.5;-250;100.5
1123;555;V;San Antonio Spurs;32;36;21;22;111;2.5;3;-155;110.5
1123;556;H;New York Knicks;16;27;28;33;104;218;217;135;5
1123;557;V;Toronto Raptors;26;26;35;32;119;6.5;7.5;-330;6.5
1123;558;H;Atlanta Hawks;27;34;29;26;116;223.5;223.5;260;109.5
1123;559;V;Los Angeles Lakers;25;30;30;24;109;8;8;-360;9.5
1123;560;H;Memphis Grizzlies;35;28;21;24;108;221;225.5;280;110.5
1123;561;V;Portland Trail Blazers;19;23;27;35;104;5;6.5;-275;6
1123;562;H;Cleveland Cavaliers;19;30;27;34;110;222.5;226;225;116.5
1123;563;V;Detroit Pistons;24;23;22;21;90;230.5;225.5;750;109
1123;564;H;Milwaukee Bucks;27;27;23;27;104;11.5;13;-1200;6
1123;565;V;New Orleans Pelicans;31;23;34;32;120;222.5;226;190;2.5
1123;566;H;Utah Jazz;44;30;24;30;128;8;5.5;-240;110
1124;567;V;Dallas Mavericks;45;33;27;32;137;232;230;190;112.5
1124;568;H;Houston Rockets;29;31;35;28;123;5;5.5;-240;7.5
1124;569;V;Sacramento Kings;24;33;33;23;113;236.5;233;115;114
1124;570;H;Washington Wizards;27;30;28;21;106;2;2.5;-135;1.5
1124;571;V;Brooklyn Nets;29;23;30;21;103;2;2.5;-135;111
1124;572;H;New York Knicks;22;24;26;29;101;212;215;115;0.5
1124;573;V;Phoenix Suns;28;29;20;27;104;213.5;214;500;110.5
1124;574;H;Denver Nuggets;28;24;27;37;116;9;11;-700;9.5
1124;575;V;New Orleans Pelicans;27;29;31;22;109;234;233;750;112.5
1124;576;H;Los Angeles Clippers;40;32;28;34;134;12;13;-1200;2.5
1125;501;V;Orlando Magic;31;24;15;18;88;207.5;207.5;160;102
1125;502;H;Detroit Pistons;23;30;25;25;103;5.5;4.5;-190;4.5
1125;503;V;Memphis Grizzlies;27;29;27;31;114;217.5;217;375;110.5
1125;504;H;Indiana Pacers;36;31;37;22;126;8;9.5;-500;3
1125;505;V;Brooklyn Nets;25;27;29;27;108;217.5;218.5;100;113.5
1125;506;H;Cleveland Cavaliers;26;25;24;31;106;pk;1;-120;pk
1125;507;V;Philadelphia 76ers;34;15;31;16;96;214;1.5;-125;1.5
1125;508;H;Toronto Raptors;28;23;30;20;101;1;212;105;109
1125;509;V;Sacramento Kings;22;24;29;27;102;209;205.5;235;101
1125;510;H;Boston Celtics;19;34;22;28;103;6.5;6;-290;1.5
1125;511;V;Charlotte Hornets;31;27;24;18;100;215;212.5;500;104
1125;512;H;Miami Heat;36;33;29;19;117;10.5;10.5;-700;2
1125;513;V;Minnesota Timberwolves;38;16;39;32;125;4.5;4.5;-190;5.5
1125;514;H;Atlanta Hawks;30;34;26;23;113;233.5;236.5;160;114.5
1125;515;V;Utah Jazz;25;32;26;35;118;224.5;226.5;325;116.5
1125;516;H;Milwaukee Bucks;23;25;42;32;122;6.5;8.5;-425;8
1125;517;V;Portland Trail Blazers;27;35;30;25;117;1;1;-120;111
1125;518;H;Chicago Bulls;28;26;18;22;94;227.5;225.5;100;2
1125;519;V;Los Angeles Lakers;25;29;32;28;114;4.5;4.5;-200;4.5
1125;520;H;San Antonio Spurs;22;34;26;22;104;223;222.5;170;108
1125;521;V;Oklahoma City Thunder;25;28;21;26;100;6.5;7.5;-330;8
1125;522;H;Golden State Warriors;28;31;24;14;97;215;213;260;103.5
1126;523;V;Los Angeles Clippers;34;28;31;21;114;2.5;1.5;-125;110
1126;524;H;Dallas Mavericks;27;19;31;22;99;227.5;226.5;105;5
1126;525;V;Washington Wizards;23;24;22;35;104;227;227.5;450;109.5
1126;526;H;Denver Nuggets;25;39;22;31;117;10;10.5;-650;1
1127;527;V;Utah Jazz;20;23;37;22;102;209.5;207.5;-110;2.5
1127;528;H;Indiana Pacers;21;32;36;32;121;1;pk;-110;107.5
1127;529;V;Brooklyn Nets;23;40;23;24;110;217.5;214;300;111
1127;530;H;Boston Celtics;30;27;34;30;121;7;8.5;-400;8.5
1127;531;V;Sacramento Kings;18;28;19;26;91;209;211;375;103.5
1127;532;H;Philadelphia 76ers;25;22;29;21;97;9.5;9;-500;6.5
1127;533;V;Orlando Magic;27;32;28;29;116;1;209.5;-110;103
1127;534;H;Cleveland Cavaliers;27;25;21;31;104;206;pk;-110;2
1127;535;V;Detroit Pistons;32;28;20;21;101;4;3.5;-180;1
1127;536;H;Charlotte Hornets;31;24;31;16;102;216.5;215.5;150;104.5
1127;537;V;New York Knicks;29;17;23;29;98;209.5;211;425;102.5
1127;538;H;Toronto Raptors;21;37;31;37;126;10.5;9.5;-600;2
1127;539;V;Atlanta Hawks;17;42;23;20;102;239.5;239.5;900;117
1127;540;H;Milwaukee Bucks;33;27;21;30;111;14.5;14.5;-1600;9
1127;541;V;Los Angeles Clippers;35;29;28;29;121;8;6.5;-275;2.5
1127;542;H;Memphis Grizzlies;31;29;28;31;119;226.5;226.5;225;110.5
1127;543;V;Miami Heat;23;19;26;40;108;227;227;250;2.5
1127;544;H;Houston Rockets;27;39;25;26;117;6;7;-310;110.5
1127;545;V;Minnesota Timberwolves;22;35;24;32;113;228;230;130;111.5
1127;546;H;San Antonio Spurs;24;23;31;23;101;1.5;3;-150;4
1127;547;V;Washington Wizards;36;38;34;32;140;242.5;240.5;235;118.5
1127;548;H;Phoenix Suns;34;35;26;37;132;8;6.5;-290;6.5
1127;549;V;Los Angeles Lakers;25;29;25;35;114;6.5;6.5;-330;7.5
1127;550;H;New Orleans Pelicans;38;26;25;21;110;231.5;231.5;260;112.5
1127;551;V;Oklahoma City Thunder;26;24;27;42;119;220;219.5;125;3
1127;552;H;Portland Trail Blazers;42;21;41;32;136;3;2.5;-145;106
1127;553;V;Chicago Bulls;17;31;25;17;90;3;2;-130;3
1127;554;H;Golden State Warriors;25;28;25;26;104;216.5;215;110;106.5
1129;555;V;Boston Celtics;24;31;26;26;107;3.5;4;-180;5
1129;556;H;Brooklyn Nets;31;27;29;25;112;217;213.5;150;110
1129;557;V;Charlotte Hornets;38;24;23;25;110;213;213;260;104.5
1129;558;H;Detroit Pistons;37;20;28;22;107;7.5;8;-330;7.5
1129;559;V;Toronto Raptors;20;20;26;24;90;3;3;-150;4
1129;560;H;Orlando Magic;23;24;12;24;83;205.5;209;130;101
1129;561;V;Philadelphia 76ers;18;21;31;31;101;8;6.5;-280;7.5
1129;562;H;New York Knicks;31;20;17;27;95;206.5;209;230;106
1129;563;V;Milwaukee Bucks;38;29;32;20;119;10;11;-700;1.5
1129;564;H;Cleveland Cavaliers;29;18;42;21;110;228;229.5;500;117
1129;565;V;Atlanta Hawks;23;31;11;29;104;225.5;224.5;500;109
1129;566;H;Indiana Pacers;22;21;29;22;105;10.5;11;-700;9.5
1129;567;V;Golden State Warriors;21;37;21;26;105;211;209;525;101.5
1129;568;H;Miami Heat;41;30;24;27;122;11.5;11.5;-750;2.5
1129;569;V;New Orleans Pelicans;26;27;31;20;104;228.5;229;165;111.5
1129;570;H;Oklahoma City Thunder;34;28;17;30;109;3.5;4.5;-195;pk
1129;571;V;Utah Jazz;22;18;35;28;103;7.5;7.5;-330;8
1129;572;H;Memphis Grizzlies;24;31;18;21;94;219;223;260;114.5
1129;573;V;Los Angeles Clippers;30;23;18;26;97;6;5;-220;4
1129;574;H;San Antonio Spurs;27;26;29;25;107;226.5;224.5;180;110
1129;575;V;Dallas Mavericks;31;22;36;31;120;1;2;-135;1
1129;576;H;Phoenix Suns;25;25;39;24;113;232;230.5;115;111.5
1129;577;V;Chicago Bulls;28;19;31;25;103;225;227;240;110.5
1129;578;H;Portland Trail Blazers;25;28;28;26;107;7;7;-300;2.5
1129;579;V;Washington Wizards;23;26;30;24;103;234;235.5;525;113
1129;580;H;Los Angeles Lakers;37;33;35;20;125;11.5;11.5;-750;1
1130;501;V;Denver Nuggets;27;30;18;15;97;4;4;-185;100
1130;502;H;Sacramento Kings;17;23;27;23;100;205.5;205.5;155;3
1130;503;V;Indiana Pacers;29;36;28;23;116;205;207.5;210;102.5
1130;504;H;Philadelphia 76ers;38;27;28;26;119;3.5;6;-260;4.5
1130;505;V;Charlotte Hornets;25;24;26;21;96;228.5;225;850;108.5
1130;506;H;Milwaukee Bucks;32;34;35;36;137;14.5;14;-1500;3
1130;507;V;Atlanta Hawks;21;31;21;38;111;238.5;238;850;115
1130;508;H;Houston Rockets;38;43;46;31;158;13.5;14;-1500;1.5
1201;509;V;Miami Heat;32;26;25;26;109;3.5;4;-185;5
1201;510;H;Brooklyn Nets;30;35;16;25;106;216.5;215;155;106.5
1201;511;V;Boston Celtics;31;27;23;32;113;7;7.5;-400;5
1201;512;H;New York Knicks;30;28;27;19;104;209.5;208.5;300;108.5
1201;513;V;Memphis Grizzlies;25;23;38;29;115;231;231;650;116.5
1201;514;H;Minnesota Timberwolves;21;26;32;28;107;8.5;12;-1000;8.5
1201;515;V;Dallas Mavericks;25;34;35;20;114;222.5;222.5;225;109
1201;516;H;Los Angeles Lakers;30;32;17;21;100;5.5;6.5;-275;3
1201;517;V;San Antonio Spurs;27;24;20;27;98;217;217.5;120;2
1201;518;H;Detroit Pistons;32;27;37;36;132;1.5;2.5;-140;112
1201;519;V;Oklahoma City Thunder;33;23;26;25;107;228.5;226.5;120;111
1201;520;H;New Orleans Pelicans;29;26;22;27;104;1.5;2.5;-140;2.5
1201;521;V;Golden State Warriors;22;29;20;25;96;206.5;204.5;275;99.5
1201;522;H;Orlando Magic;26;25;21;28;100;8.5;7.5;-350;5
1201;523;V;Utah Jazz;20;17;49;24;110;210;208;110;8
1201;524;H;Toronto Raptors;37;40;30;23;130;2.5;2;-130;106.5
1201;525;V;Washington Wizards;35;22;41;27;125;237;240;650;117
1201;526;H;Los Angeles Clippers;39;43;34;34;150;12.5;12;-1000;1
1202;527;V;Utah Jazz;23;19;24;28;94;208;208.5;180;2.5
1202;528;H;Philadelphia 76ers;31;29;25;18;103;4.5;5;-220;107.5
1202;529;V;Phoenix Suns;28;31;21;29;109;4.5;4;-170;113.5
1202;530;H;Charlotte Hornets;21;18;34;31;104;225.5;221.5;145;3.5
1202;531;V;Golden State Warriors;23;17;13;26;79;222;222.5;210;106.5
1202;532;H;Atlanta Hawks;20;29;27;28;104;5.5;6.5;-260;0.5
1202;533;V;Indiana Pacers;24;33;28;32;117;10;9;-450;2
1202;534;H;Memphis Grizzlies;19;28;26;31;104;218.5;216.5;350;105.5
1202;535;V;New York Knicks;15;30;17;26;88;220.5;222.5;1200;107.5
1202;536;H;Milwaukee Bucks;33;39;28;32;132;16;17;-3000;3
1202;537;V;Chicago Bulls;22;33;29;29;113;211;212;180;104.5
1202;538;H;Sacramento Kings;23;21;30;32;106;5;5;-220;5.5
1203;539;V;Detroit Pistons;32;30;35;30;127;2;3.5;-165;105.5
1203;540;H;Cleveland Cavaliers;28;18;22;26;94;214.5;216.5;142;2.5
1203;541;V;Orlando Magic;32;36;29;30;127;227.5;229.5;-110;112.5
1203;542;H;Washington Wizards;26;28;34;32;120;1.5;pk;-110;3.5
1203;543;V;Dallas Mavericks;24;35;25;34;118;3.5;4.5;-200;1.5
1203;544;H;New Orleans Pelicans;24;29;22;22;97;233.5;233;170;113.5
1203;545;V;Miami Heat;32;26;25;25;121;213;212;190;104
1203;546;H;Toronto Raptors;23;30;28;27;110;4;5.5;-240;4
1203;547;V;Houston Rockets;25;38;34;18;133;6;7;-330;3
1203;548;H;San Antonio Spurs;27;32;22;34;135;233.5;234;260;114
1203;549;V;Los Angeles Lakers;28;32;24;21;105;211;207.5;115;102
1203;550;H;Denver Nuggets;24;25;27;20;96;1;2.5;-135;4
1203;551;V;Portland Trail Blazers;30;29;17;21;97;229;233;350;114.5
1203;552;H;Los Angeles Clippers;29;33;27;28;117;9;9;-450;4.5
1204;553;V;Milwaukee Bucks;22;37;33;35;127;7.5;9;-500;2
1204;554;H;Detroit Pistons;24;24;24;31;103;225.5;223;375;114
1204;555;V;Phoenix Suns;37;21;28;28;114;1.5;1.5;-125;3
1204;556;H;Orlando Magic;31;34;38;25;128;215;213.5;105;111
1204;557;V;Golden State Warriors;20;34;22;15;91;209;213;120;105
1204;558;H;Charlotte Hornets;28;30;28;20;106;3;2.5;-140;1
1204;559;V;Brooklyn Nets;22;34;35;39;130;3;3;-150;116
1204;560;H;Atlanta Hawks;26;21;35;36;118;225;228;130;1.5
1204;561;V;Miami Heat;28;16;25;24;93;213;209;185;102
1204;562;H;Boston Celtics;20;32;30;30;112;5.5;5.5;-230;0.5
1204;563;V;Memphis Grizzlies;20;15;29;35;99;221;223;240;1
1204;564;H;Chicago Bulls;27;23;28;28;106;6;6.5;-300;113.5
1204;565;V;Indiana Pacers;26;23;30;28;107;213.5;1;-125;102.5
1204;566;H;Oklahoma City Thunder;29;21;28;22;100;pk;209;105;pk
1204;567;V;Minnesota Timberwolves;25;31;28;30;114;230;229;190;111.5
1204;568;H;Dallas Mavericks;30;23;27;41;121;4;5.5;-240;5.5
1204;569;V;Los Angeles Lakers;34;31;29;27;121;pk;212.5;105;103
1204;570;H;Utah Jazz;26;21;28;21;96;211.5;2;-125;5.5
1204;571;V;Sacramento Kings;35;29;31;21;116;218.5;216.5;180;108
1204;572;H;Portland Trail Blazers;30;36;34;27;127;3;5;-220;3
1205;501;V;Philadelphia 76ers;33;22;26;32;113;5.5;8;-380;8
1205;502;H;Washington Wizards;25;40;26;28;119;234.5;233;290;119
1205;503;V;Houston Rockets;34;29;31;25;119;230;230.5;110;112.5
1205;504;H;Toronto Raptors;28;27;33;21;109;1.5;2;-130;2.5
1205;505;V;Denver Nuggets;33;34;31;31;129;9;9;-420;99.5
1205;506;H;New York Knicks;27;18;30;17;92;203;205;320;1
1205;507;V;Phoenix Suns;38;36;33;18;139;232;235;155;122.5
1205;508;H;New Orleans Pelicans;40;30;21;34;132;1.5;4;-185;3.5
1206;509;V;Indiana Pacers;19;25;31;26;101;2.5;1.5;-125;3.5
1206;510;H;Detroit Pistons;32;23;16;37;108;213;212;105;103
1206;511;V;Orlando Magic;24;28;16;25;93;2.5;4.5;-190;2
1206;512;H;Cleveland Cavaliers;25;22;23;17;87;212.5;210;160;103
1206;513;V;Brooklyn Nets;29;26;31;25;111;3.5;3;-150;3.5
1206;514;H;Charlotte Hornets;32;25;27;20;104;217.5;219;130;113.5
1206;515;V;Minnesota Timberwolves;27;31;39;25;127;220;218;145;106.5
1206;516;H;Oklahoma City Thunder;30;23;41;28;139;2;3.5;-170;3.5
1206;517;V;Washington Wizards;28;37;20;18;103;234;229;400;110.5
1206;518;H;Miami Heat;27;34;25;26;112;10.5;9.5;-550;8
1206;519;V;Golden State Warriors;23;27;27;23;100;212.5;215;160;106.5
1206;520;H;Chicago Bulls;28;23;32;15;98;5;4.5;-190;3
1206;521;V;Denver Nuggets;26;19;19;31;95;203;205.5;140;0.5
1206;522;H;Boston Celtics;33;20;32;23;108;3;3;-160;101.5
1206;523;V;Los Angeles Clippers;15;28;19;29;91;232;233.5;160;1
1206;524;H;Milwaukee Bucks;30;22;35;32;119;3;4.5;-190;113
1206;525;V;Sacramento Kings;17;25;30;28;104;215;214.5;155;1
1206;526;H;San Antonio Spurs;21;31;17;31;105;3.5;4;-185;104.5
1206;527;V;Los Angeles Lakers;39;38;33;26;136;3.5;5;-200;111
1206;528;H;Portland Trail Blazers;34;28;31;20;113;221.5;225;170;2
1207;529;V;New Orleans Pelicans;28;24;14;18;84;233;232;350;113
1207;530;H;Dallas Mavericks;31;33;40;26;130;9;9;-450;2
1207;531;V;Cleveland Cavaliers;18;18;26;32;94;213.5;215;500;1.5
1207;532;H;Philadelphia 76ers;36;41;31;33;141;12.5;11;-700;108.5
1207;533;V;Indiana Pacers;32;34;23;15;104;6.5;5.5;-220;1.5
1207;534;H;New York Knicks;27;33;21;22;103;209.5;208;180;102.5
1207;535;V;Phoenix Suns;31;21;26;31;109;239.5;240.5;525;122.5
1207;536;H;Houston Rockets;23;39;21;32;115;9;11;-750;3.5
1207;537;V;Memphis Grizzlies;36;18;30;28;112;218;217.5;550;112.5
1207;538;H;Utah Jazz;32;37;28;29;126;12.5;11.5;-800;2.5
1208;539;V;Denver Nuggets;21;33;23;25;102;3.5;4.5;-185;3
1208;540;H;Brooklyn Nets;25;28;29;23;105;209;212.5;155;104.5
1208;541;V;Atlanta Hawks;24;27;37;34;122;224.5;223;105;108
1208;542;H;Charlotte Hornets;27;26;30;24;107;2;1.5;-125;0.5
1208;543;V;Toronto Raptors;22;20;26;36;104;210.5;214;130;3
1208;544;H;Philadelphia 76ers;27;30;29;24;110;3;3;-150;104
1208;545;V;Chicago Bulls;25;24;24;24;105;212;210.5;250;102
1208;546;H;Miami Heat;16;31;27;23;110;7.5;7;-310;5.5
1208;547;V;Los Angeles Clippers;35;30;35;35;135;7.5;9;-450;7
1208;548;H;Washington Wizards;25;39;29;26;119;238.5;236;350;116.5
1208;549;V;Sacramento Kings;36;30;26;18;110;216;216;330;106
1208;550;H;Dallas Mavericks;27;19;32;28;106;7.5;9;-430;10.5
1208;551;V;Oklahoma City Thunder;21;34;27;26;108;223;223;150;109.5
1208;552;H;Portland Trail Blazers;20;27;31;18;96;4;4;-180;4
1208;553;V;Minnesota Timberwolves;31;34;38;22;125;226;227.5;450;111.5
1208;554;H;Los Angeles Lakers;39;34;37;32;142;10.5;10;-650;3
1209;555;V;Los Angeles Clippers;24;36;31;19;110;216;216.5;130;107
1209;556;H;Indiana Pacers;19;29;25;26;99;1105;3;-150;5
1209;557;V;Cleveland Cavaliers;18;22;26;22;88;213.5;216;800;110
1209;558;H;Boston Celtics;29;24;30;27;110;13;13.5;-1400;4
1209;559;V;Toronto Raptors;30;19;22;22;93;5;6.5;-270;5.5
1209;560;H;Chicago Bulls;30;21;20;21;92;216;213.5;220;104.5
1209;561;V;Detroit Pistons;25;22;34;24;105;226.5;227.5;-110;1.5
1209;562;H;New Orleans Pelicans;29;24;21;29;103;1;pk;-110;110
1209;563;V;Sacramento Kings;32;27;35;25;119;227;225.5;600;110.5
1209;564;H;Houston Rockets;28;36;29;25;118;12;12;-900;6.5
1209;565;V;Orlando Magic;20;20;33;28;101;219;217.5;650;105
1209;566;H;Milwaukee Bucks;31;21;28;30;110;11.5;13;-1000;4
1209;567;V;Minnesota Timberwolves;31;33;21;24;109;234;233;140;113.5
1209;568;H;Phoenix Suns;33;28;33;31;125;3.5;3.5;-160;2
1209;569;V;Oklahoma City Thunder;25;26;34;19;104;212.5;206.5;320;102
1209;570;H;Utah Jazz;24;23;21;22;90;1111;9;-420;6.5
1209;571;V;Memphis Grizzlies;29;25;34;22;110;217.5;220;140;113
1209;572;H;Golden State Warriors;20;27;32;23;102;3;3.5;-160;3.5
1210;573;V;Denver Nuggets;27;23;26;16;92;206;208;180;103.5
1210;574;H;Philadelphia 76ers;26;29;28;14;97;3.5;5.5;-220;1.5
1210;575;V;Washington Wizards;20;28;27;32;107;1;2;-130;1.5
1210;576;H;Charlotte Hornets;28;25;29;32;114;234;229;110;110.5
1210;577;V;Atlanta Hawks;30;34;32;21;121;217.5;219;325;108
1210;578;H;Miami Heat;36;30;27;24;135;9;8.5;-425;4.5
1210;579;V;New York Knicks;22;19;18;28;87;218.5;223.5;375;0.5
1210;580;H;Portland Trail Blazers;32;28;26;29;115;9.5;9.5;-500;108.5
1211;501;V;Boston Celtics;32;25;37;23;117;209.5;211;100;1
1211;502;H;Indiana Pacers;30;31;23;38;122;2;1;-120;110.5
1211;503;V;Los Angeles Clippers;27;37;24;24;112;2;2.5;-150;107.5
1211;504;H;Toronto Raptors;32;14;25;21;92;220;222.5;130;4
1211;505;V;Los Angeles Lakers;26;25;18;27;96;6.5;8.5;-430;1
1211;506;H;Orlando Magic;9;29;27;22;87;212;210.5;330;102
1211;507;V;Houston Rockets;35;29;24;28;116;10.5;11.5;-800;4.5
1211;508;H;Cleveland Cavaliers;29;28;25;28;110;228.5;230;550;112.5
1211;509;V;Charlotte Hornets;26;27;31;29;113;217;217;400;105.5
1211;510;H;Brooklyn Nets;34;30;22;22;108;9;10;-550;2.5
1211;511;V;Utah Jazz;25;34;38;30;127;1.5;220.5;-105;114.5
1211;512;H;Minnesota Timberwolves;23;36;24;33;116;222.5;1;-115;pk
1211;513;V;Atlanta Hawks;33;19;35;15;102;222.5;221.5;225;1
1211;514;H;Chicago Bulls;37;29;40;30;136;4.5;6.5;-275;106.5
1211;515;V;Memphis Grizzlies;27;24;33;31;115;231.5;230.5;240;118
1211;516;H;Phoenix Suns;19;32;28;29;108;7;7;-300;4.5
1211;517;V;New Orleans Pelicans;20;26;40;26;112;234;232.5;350;1
1211;518;H;Milwaukee Bucks;35;34;36;22;127;14;9.5;-450;112.5
1211;519;V;Oklahoma City Thunder;18;29;24;22;93;210.5;207.5;105;101
